geo_id,tract,total_18_to_64_2018_ALL,total_18_to_64_2018_BLACK,total_18_to_64_2018_LATINX,total_18_to_64_2018_WHITE,percent_18_to_64_2018_BLACK,percent_18_to_64_2018_LATINX,percent_18_to_64_2018_WHITE,total_18_to_over_2018_ALL,total_18_to_over_2018_BLACK,total_18_to_over_2018_LATINX,total_18_to_over_2018_WHITE,percent_18_to_over_2018_BLACK,percent_18_to_over_2018_LATINX,percent_18_to_over_2018_WHITE,total_assoc_to_higher_2018_ALL,percent_assoc_to_higher_2018_ALL,total_bach_to_higher_2018_ALL,total_bach_to_higher_2018_BLACK,total_bach_to_higher_2018_LATINX,total_bach_to_higher_2018_WHITE,percent_bach_to_higher_2018_ALL,percent_bach_to_higher_2018_BLACK,percent_bach_to_higher_2018_LATINX,percent_bach_to_higher_2018_WHITE, median_income_all_2018 , median_income_black_2018 , median_income_latinx_2018 , median_income_white_2018 ,totalbelowpov_18_to_64_2018,totalbelowpov_black_2018,totalbelowpov_latinx_2018,totalbelowpov_white_2018,pctbelowpov_18_to_64_2018,pctbelowpov_black_2018,pctbelowpov_latinx_2018,pctbelowpov_white_2018
1400000US48201250302,"Census Tract 2503.02, Harris County, Texas",7308,1950,2570,2443,26.7%,35.2%,33.4%,8086,2106,2768,2818,26.0%,34.2%,34.9%,2935,40.2%,2100,724,348,815,28.8%,34.5%,16.6%,38.8%," $ 82,008.00 "," $ 67,643.00 "," $ 82,727.00 "," $ 95,000.00 ",418,251,456,76,5.7%,8.4%,10.8%,2.0%
1400000US48201250401,"Census Tract 2504.01, Harris County, Texas",7665,1388,2440,3533,18.1%,31.8%,46.1%,8521,1477,2618,4068,17.3%,30.7%,47.7%,3537,48.0%,2809,452,514,1756,38.1%,16.1%,18.3%,62.5%," $ 96,277.00 "," $ 97,500.00 "," $ 81,701.00 "," $ 105,313.00 ",505,183,523,61,6.6%,8.4%,11.9%,1.1%
1400000US48201250402,"Census Tract 2504.02, Harris County, Texas",12724,2339,2860,7088,18.4%,22.5%,55.7%,14698,2472,3029,8655,16.8%,20.6%,58.9%,7750,56.4%,6349,1482,1001,3611,46.2%,23.3%,15.8%,56.9%," $ 111,620.00 "," $ 111,316.00 "," $ 96,711.00 "," $ 119,241.00 ",374,349,515,409,2.9%,8.9%,10.6%,3.6%
1400000US48201250701,"Census Tract 2507.01, Harris County, Texas",3648,549,1108,1970,15.0%,30.4%,54.0%,4302,642,1261,2369,14.9%,29.3%,55.1%,1260,33.4%,929,152,117,651,24.6%,16.4%,12.6%,70.1%," $ 78,344.00 ", - ," $ 75,556.00 "," $ 89,205.00 ",366,227,182,102,10.0%,27.6%,10.2%,3.4%
1400000US48201250702,"Census Tract 2507.02, Harris County, Texas",2993,447,573,1741,14.9%,19.1%,58.2%,3590,519,607,2206,14.5%,16.9%,61.4%,1787,55.4%,1513,193,157,1018,46.9%,12.8%,10.4%,67.3%," $ 107,482.00 "," $ 122,750.00 "," $ 122,596.00 "," $ 102,857.00 ",195,26,0,128,6.5%,3.8%,0.0%,4.9%
1400000US48201251401,"Census Tract 2514.01, Harris County, Texas",1887,77,237,1474,4.1%,12.6%,78.1%,2080,77,255,1631,3.7%,12.3%,78.4%,1014,57.1%,767,5,90,606,43.2%,0.7%,11.7%,79.0%," $ 107,880.00 "," $ 83,750.00 "," $ 107,708.00 "," $ 112,895.00 ",68,99,7,98,3.6%,52.4%,1.5%,4.6%
1400000US48201251402,"Census Tract 2514.02, Harris County, Texas",3911,0,912,2794,0.0%,23.3%,71.4%,4515,0,958,3303,0.0%,21.2%,73.2%,1705,40.7%,1453,0,279,1086,34.7%,0.0%,19.2%,74.7%," $ 71,121.00 ", - ," $ 44,278.00 "," $ 73,051.00 ",391,0,383,462,10.0%,-,28.5%,10.2%
1400000US48201251501,"Census Tract 2515.01, Harris County, Texas",3352,73,356,2373,2.2%,10.6%,70.8%,3771,80,383,2748,2.1%,10.2%,72.9%,2286,68.3%,2008,57,121,1571,60.0%,2.8%,6.0%,78.2%," $ 130,436.00 ", - ," $ 109,844.00 "," $ 131,829.00 ",112,0,35,133,3.3%,0.0%,6.1%,3.0%
1400000US48201251502,"Census Tract 2515.02, Harris County, Texas",5521,71,662,4608,1.3%,12.0%,83.5%,7158,86,693,6047,1.2%,9.7%,84.5%,4418,69.3%,3863,29,275,3261,60.6%,0.8%,7.1%,84.4%," $ 141,946.00 ", - ," $ 181,111.00 "," $ 141,161.00 ",172,27,0,168,3.1%,31.4%,0.0%,2.1%
1400000US48201251503,"Census Tract 2515.03, Harris County, Texas",1225,24,139,996,2.0%,11.3%,81.3%,1600,30,174,1290,1.9%,10.9%,80.6%,884,59.1%,720,19,45,586,48.1%,2.6%,6.3%,81.4%," $ 98,929.00 ", - ," $ 101,607.00 "," $ 94,137.00 ",39,0,43,49,3.2%,0.0%,16.3%,2.7%
1400000US48201251901,"Census Tract 2519.01, Harris County, Texas",6644,317,1421,4656,4.8%,21.4%,70.1%,7635,389,1522,5448,5.1%,19.9%,71.4%,2113,31.1%,1327,172,220,891,19.5%,13.0%,16.6%,67.1%," $ 77,535.00 "," $ 117,829.00 ", - ," $ 78,750.00 ",530,49,456,546,8.0%,12.6%,16.6%,8.2%
1400000US48201251902,"Census Tract 2519.02, Harris County, Texas",3560,308,560,2578,8.7%,15.7%,72.4%,4551,398,629,3379,8.7%,13.8%,74.2%,1335,32.1%,997,203,54,626,24.0%,20.4%,5.4%,62.8%," $ 92,202.00 ", - ," $ 116,250.00 "," $ 90,863.00 ",150,59,20,132,4.2%,8.9%,2.1%,3.1%
1400000US48201252301,"Census Tract 2523.01, Harris County, Texas",5965,1903,3338,647,31.9%,56.0%,10.8%,6747,2352,3524,779,34.9%,52.2%,11.5%,889,16.6%,531,416,61,39,9.9%,78.3%,11.5%,7.3%," $ 61,780.00 "," $ 63,622.00 "," $ 62,621.00 "," $ 46,591.00 ",626,133,687,223,10.5%,4.1%,12.1%,25.9%
1400000US48201252302,"Census Tract 2523.02, Harris County, Texas",8412,2151,5365,690,25.6%,63.8%,8.2%,9206,2456,5574,884,26.7%,60.5%,9.6%,1517,20.2%,926,419,260,168,12.3%,45.2%,28.1%,18.1%," $ 75,407.00 "," $ 99,755.00 "," $ 69,198.00 "," $ 71,328.00 ",1024,66,1344,144,12.2%,2.1%,14.8%,13.4%
1400000US48201314001,"Census Tract 3140.01, Harris County, Texas",2364,256,380,830,10.8%,16.1%,35.1%,2610,340,380,899,13.0%,14.6%,34.4%,1839,82.4%,1768,184,266,546,79.2%,10.4%,15.0%,30.9%," $ 58,975.00 "," $ 58,929.00 "," $ 75,403.00 "," $ 62,232.00 ",405,82,64,149,17.7%,24.5%,16.2%,18.1%
1400000US48201314002,"Census Tract 3140.02, Harris County, Texas",5698,1013,325,2167,17.8%,5.7%,38.0%,6022,1132,325,2303,18.8%,5.4%,38.2%,3486,73.5%,3003,207,68,1117,63.3%,6.9%,2.3%,37.2%," $ 49,419.00 "," $ 50,472.00 "," $ 48,920.00 "," $ 51,436.00 ",1278,84,104,664,22.4%,6.6%,30.2%,26.6%
1400000US48201314400,"Census Tract 3144, Harris County, Texas",3071,77,273,1183,2.5%,8.9%,38.5%,3200,77,273,1273,2.4%,8.5%,39.8%,2319,92.0%,2210,50,168,712,87.7%,2.3%,7.6%,32.2%," $ 52,586.00 "," $ 50,500.00 ", - ," $ 52,340.00 ",890,14,109,375,29.0%,15.2%,38.2%,27.7%
1400000US48201320601,"Census Tract 3206.01, Harris County, Texas",1667,50,1474,128,3.0%,88.4%,7.7%,1926,50,1676,185,2.6%,87.0%,9.6%,241,15.3%,140,10,89,41,8.9%,7.1%,63.6%,29.3%," $ 47,813.00 ", - ," $ 54,911.00 "," $ 42,500.00 ",266,31,272,59,16.0%,62.0%,11.4%,27.3%
1400000US48201321300,"Census Tract 3213, Harris County, Texas",4470,532,3525,391,11.9%,78.9%,8.7%,4608,542,3566,457,11.8%,77.4%,9.9%,499,14.8%,352,92,209,29,10.4%,26.1%,59.4%,8.2%," $ 43,452.00 "," $ 41,923.00 "," $ 43,929.00 "," $ 45,489.00 ",975,228,1484,196,21.8%,31.0%,25.7%,36.7%
1400000US48201452100,"Census Tract 4521, Harris County, Texas",7037,2426,1381,1868,34.5%,19.6%,26.5%,8274,2439,1463,2734,29.5%,17.7%,33.0%,4029,54.2%,3564,834,287,1401,47.9%,23.4%,8.1%,39.3%," $ 52,185.00 "," $ 45,262.00 "," $ 39,962.00 "," $ 64,767.00 ",1250,677,214,502,17.8%,20.4%,9.4%,17.1%
1400000US48201510300,"Census Tract 5103, Harris County, Texas",3126,64,539,2437,2.0%,17.2%,78.0%,4079,88,674,3231,2.2%,16.5%,79.2%,2917,73.9%,2794,0,323,2436,70.8%,0.0%,11.6%,87.2%," $ 110,104.00 ", - ," $ 110,477.00 "," $ 110,239.00 ",151,49,34,88,4.8%,76.6%,3.6%,2.3%
1400000US48201511500,"Census Tract 5115, Harris County, Texas",5925,33,2285,3220,0.6%,38.6%,54.3%,6599,33,2528,3651,0.5%,38.3%,55.3%,3608,58.3%,3356,33,659,2380,54.2%,1.0%,19.6%,70.9%," $ 120,069.00 ", - ," $ 83,000.00 "," $ 132,321.00 ",401,0,387,101,6.8%,0.0%,12.1%,2.4%
1400000US48201520500,"Census Tract 5205, Harris County, Texas",6024,277,4923,757,4.6%,81.7%,12.6%,6557,304,5220,966,4.6%,79.6%,14.7%,456,8.7%,206,75,69,62,3.9%,36.4%,33.5%,30.1%," $ 40,420.00 "," $ 25,667.00 "," $ 41,383.00 "," $ 41,778.00 ",1652,157,2456,288,27.5%,32.6%,32.2%,30.3%
1400000US48201521400,"Census Tract 5214, Harris County, Texas",4697,5,4448,159,0.1%,94.7%,3.4%,4964,19,4651,209,0.4%,93.7%,4.2%,297,7.1%,231,0,88,115,5.5%,0.0%,38.1%,49.8%," $ 32,008.00 ", - ," $ 31,083.00 "," $ 94,297.00 ",1539,0,3068,0,32.8%,0.0%,42.8%,0.0%
1400000US48201521800,"Census Tract 5218, Harris County, Texas",4060,445,1972,667,11.0%,48.6%,16.4%,4587,497,2072,950,10.8%,45.2%,20.7%,1187,30.4%,952,144,56,324,24.4%,15.1%,5.9%,34.0%," $ 56,000.00 "," $ 83,167.00 "," $ 48,351.00 "," $ 59,542.00 ",230,103,324,79,5.7%,20.7%,11.8%,8.0%
1400000US48201531600,"Census Tract 5316, Harris County, Texas",2020,56,847,1083,2.8%,41.9%,53.6%,2430,56,915,1425,2.3%,37.7%,58.6%,1150,55.0%,1042,0,213,804,49.8%,0.0%,20.4%,77.2%," $ 84,348.00 ", - ," $ 69,891.00 "," $ 104,271.00 ",82,0,64,67,4.1%,0.0%,4.8%,4.0%
1400000US48201532600,"Census Tract 5326, Harris County, Texas",4157,1393,2131,259,33.5%,51.3%,6.2%,4806,1680,2289,346,35.0%,47.6%,7.2%,921,21.9%,636,209,235,149,15.1%,32.9%,36.9%,23.4%," $ 38,553.00 "," $ 35,685.00 "," $ 35,217.00 "," $ 95,365.00 ",616,498,740,13,14.8%,22.5%,21.8%,3.8%
1400000US48201323701,"Census Tract 3237.01, Harris County, Texas",2746,122,1249,1210,4.4%,45.5%,44.1%,3554,161,1351,1853,4.5%,38.0%,52.1%,1006,32.1%,693,11,118,505,22.1%,1.6%,17.0%,72.9%," $ 48,883.00 "," $ 40,833.00 "," $ 53,361.00 "," $ 48,404.00 ",314,0,332,145,11.8%,0.0%,16.3%,7.9%
1400000US48201320602,"Census Tract 3206.02, Harris County, Texas",3128,109,2761,232,3.5%,88.3%,7.4%,3616,155,3118,317,4.3%,86.2%,8.8%,189,6.1%,169,0,122,21,5.5%,0.0%,72.2%,12.4%," $ 41,143.00 ", - ," $ 45,170.00 "," $ 19,511.00 ",874,85,1387,27,27.9%,52.5%,32.1%,8.0%
1400000US48201321401,"Census Tract 3214.01, Harris County, Texas",2694,0,2431,244,0.0%,90.2%,9.1%,3117,11,2733,330,0.4%,87.7%,10.6%,254,9.6%,145,0,98,28,5.5%,0.0%,67.6%,19.3%," $ 48,125.00 ", - ," $ 49,137.00 "," $ 43,393.00 ",435,11,1083,70,16.1%,100.0%,23.6%,15.7%
1400000US48201321402,"Census Tract 3214.02, Harris County, Texas",2793,0,2463,330,0.0%,88.2%,11.8%,3157,0,2640,517,0.0%,83.6%,16.4%,382,14.3%,244,0,152,92,9.1%,0.0%,62.3%,37.7%," $ 63,210.00 ", - ," $ 64,034.00 "," $ 44,716.00 ",209,0,382,47,7.5%,-,10.0%,8.5%
1400000US48201323702,"Census Tract 3237.02, Harris County, Texas",1815,2,919,789,0.1%,50.6%,43.5%,2105,2,990,963,0.1%,47.0%,45.7%,429,23.5%,274,0,86,123,15.0%,0.0%,31.4%,44.9%," $ 46,191.00 ", - ," $ 46,071.00 "," $ 46,308.00 ",217,2,479,159,12.0%,100.0%,25.5%,14.8%
1400000US48201323801,"Census Tract 3238.01, Harris County, Texas",2222,0,1719,456,0.0%,77.4%,20.5%,2765,0,1881,826,0.0%,68.0%,29.9%,335,13.7%,254,0,85,156,10.4%,0.0%,33.5%,61.4%," $ 61,111.00 ", - ," $ 59,265.00 "," $ 64,565.00 ",57,0,159,33,2.6%,-,5.6%,3.7%
1400000US48201323802,"Census Tract 3238.02, Harris County, Texas",3001,128,2218,518,4.3%,73.9%,17.3%,3465,128,2394,792,3.7%,69.1%,22.9%,553,18.3%,371,28,120,205,12.3%,7.5%,32.3%,55.3%," $ 51,077.00 "," $ 53,750.00 "," $ 46,774.00 "," $ 52,375.00 ",516,19,870,105,17.2%,14.8%,22.5%,12.3%
1400000US48201324100,"Census Tract 3241, Harris County, Texas",3220,52,2818,350,1.6%,87.5%,10.9%,3547,52,3036,459,1.5%,85.6%,12.9%,408,13.3%,228,0,219,9,7.4%,0.0%,96.1%,3.9%," $ 38,502.00 ", - ," $ 38,952.00 ", - ,835,0,1459,280,25.9%,0.0%,30.6%,51.4%
1400000US48201324200,"Census Tract 3242, Harris County, Texas",652,10,603,39,1.5%,92.5%,6.0%,814,10,765,39,1.2%,94.0%,4.8%,91,12.9%,68,0,68,0,9.6%,0.0%,100.0%,0.0%," $ 28,988.00 ", - ," $ 29,107.00 ", - ,136,10,259,10,20.9%,100.0%,24.0%,25.6%
1400000US48201330301,"Census Tract 3303.01, Harris County, Texas",5692,1296,4046,98,22.8%,71.1%,1.7%,6126,1439,4306,110,23.5%,70.3%,1.8%,939,19.1%,665,386,153,21,13.5%,58.0%,23.0%,3.2%," $ 62,825.00 "," $ 62,308.00 "," $ 61,346.00 "," $ 39,306.00 ",371,74,725,48,6.5%,3.8%,11.6%,31.0%
1400000US48201330302,"Census Tract 3303.02, Harris County, Texas",3918,1291,2379,215,33.0%,60.7%,5.5%,4808,1767,2696,283,36.8%,56.1%,5.9%,650,16.1%,475,259,155,53,11.8%,54.5%,32.6%,11.2%," $ 60,498.00 "," $ 61,042.00 "," $ 59,899.00 "," $ 97,716.00 ",390,492,487,0,10.0%,21.4%,12.4%,0.0%
1400000US48201330303,"Census Tract 3303.03, Harris County, Texas",2682,1020,1026,547,38.0%,38.3%,20.4%,3142,1212,1187,636,38.6%,37.8%,20.2%,790,27.8%,591,335,34,206,20.8%,56.7%,5.8%,34.9%," $ 46,052.00 "," $ 52,599.00 "," $ 35,000.00 "," $ 58,438.00 ",486,162,485,119,18.1%,11.5%,27.4%,17.9%
1400000US48201331601,"Census Tract 3316.01, Harris County, Texas",3996,3593,301,39,89.9%,7.5%,1.0%,5328,4868,301,71,91.4%,5.6%,1.3%,1231,24.8%,997,927,70,0,20.1%,93.0%,7.0%,0.0%," $ 41,104.00 "," $ 38,859.00 "," $ 46,618.00 ", - ,616,1196,109,0,15.4%,19.2%,21.6%,0.0%
1400000US48201331602,"Census Tract 3316.02, Harris County, Texas",1132,747,293,54,66.0%,25.9%,4.8%,1279,857,293,91,67.0%,22.9%,7.1%,262,23.1%,230,112,68,45,20.3%,48.7%,29.6%,19.6%," $ 28,438.00 "," $ 18,837.00 "," $ 31,786.00 "," $ 110,227.00 ",303,562,21,8,26.8%,44.1%,4.4%,8.8%
1400000US48201333201,"Census Tract 3332.01, Harris County, Texas",3316,666,2376,208,20.1%,71.7%,6.3%,3554,712,2467,300,20.0%,69.4%,8.4%,248,8.8%,215,50,78,87,7.6%,23.3%,36.3%,40.5%," $ 40,577.00 "," $ 25,536.00 "," $ 50,250.00 "," $ 47,955.00 ",612,337,849,53,18.5%,31.1%,24.2%,17.7%
1400000US48201333202,"Census Tract 3332.02, Harris County, Texas",3815,1490,1941,255,39.1%,50.9%,6.7%,4119,1605,1981,404,39.0%,48.1%,9.8%,460,13.2%,361,161,59,112,10.4%,44.6%,16.3%,31.0%," $ 33,161.00 "," $ 26,002.00 "," $ 48,676.00 "," $ 77,765.00 ",758,981,243,95,19.9%,38.8%,8.9%,22.6%
1400000US48201333901,"Census Tract 3339.01, Harris County, Texas",6459,835,3586,305,12.9%,55.5%,4.7%,7089,870,3868,404,12.3%,54.6%,5.7%,1872,30.4%,1238,225,566,111,20.1%,18.2%,45.7%,9.0%," $ 76,324.00 "," $ 77,672.00 "," $ 73,287.00 "," $ 104,191.00 ",319,56,318,67,4.9%,5.1%,5.5%,9.9%
1400000US48201431000,"Census Tract 4310, Harris County, Texas",3433,152,606,2328,4.4%,17.7%,67.8%,4504,170,629,3319,3.8%,14.0%,73.7%,3196,74.0%,3055,61,280,2411,70.7%,2.0%,9.2%,78.9%," $ 88,224.00 ", - ," $ 91,902.00 "," $ 88,750.00 ",114,23,20,134,3.3%,13.5%,2.7%,3.0%
1400000US48201430300,"Census Tract 4303, Harris County, Texas",2546,0,92,2247,0.0%,3.6%,88.3%,3344,0,106,2999,0.0%,3.2%,89.7%,2761,87.8%,2712,0,63,2451,86.2%,0.0%,2.3%,90.4%," 250,000+ ", - , - ," 250,000+ ",0,0,0,22,0.0%,-,0.0%,0.5%
1400000US48201450300,"Census Tract 4503, Harris County, Texas",5110,780,1502,2153,15.3%,29.4%,42.1%,5927,806,1668,2758,13.6%,28.1%,46.5%,2662,51.9%,2262,206,328,1330,44.1%,9.1%,14.5%,58.8%," $ 75,482.00 "," $ 84,497.00 "," $ 66,875.00 "," $ 84,890.00 ",1085,209,895,671,21.2%,15.6%,34.0%,18.9%
1400000US48201453000,"Census Tract 4530, Harris County, Texas",5624,230,3988,173,4.1%,70.9%,3.1%,6337,271,4329,323,4.3%,68.3%,5.1%,517,9.8%,378,49,149,43,7.2%,13.0%,39.4%,11.4%," $ 51,218.00 "," $ 49,118.00 "," $ 45,274.00 "," $ 73,594.00 ",1488,0,1719,0,26.5%,0.0%,29.2%,0.0%
1400000US48201453900,"Census Tract 4539, Harris County, Texas",7289,1431,2531,250,19.6%,34.7%,3.4%,8443,1473,2595,257,17.4%,30.7%,3.0%,2333,30.6%,1639,339,209,29,21.5%,20.7%,12.8%,1.8%," $ 49,231.00 "," $ 43,750.00 "," $ 42,283.00 "," $ 67,976.00 ",686,332,234,35,9.4%,13.7%,6.4%,9.5%
1400000US48201454000,"Census Tract 4540, Harris County, Texas",3541,748,1292,471,21.1%,36.5%,13.3%,4172,849,1430,580,20.3%,34.3%,13.9%,1313,36.9%,1022,211,176,260,28.7%,20.6%,17.2%,25.4%," $ 75,625.00 "," $ 98,527.00 "," $ 67,375.00 "," $ 74,886.00 ",301,51,388,29,8.5%,4.6%,20.5%,4.0%
1400000US48201455200,"Census Tract 4552, Harris County, Texas",2712,255,841,1528,9.4%,31.0%,56.3%,3429,284,983,2055,8.3%,28.7%,59.9%,1359,44.0%,1105,54,216,745,35.8%,4.9%,19.5%,67.4%," $ 78,897.00 "," $ 70,192.00 "," $ 71,654.00 "," $ 83,646.00 ",130,2,43,106,4.8%,0.4%,3.2%,4.2%
1400000US48201250800,"Census Tract 2508, Harris County, Texas",5391,257,715,3916,4.8%,13.3%,72.6%,6548,257,786,4979,3.9%,12.0%,76.0%,3771,62.7%,3112,53,290,2497,51.7%,1.7%,9.3%,80.2%," $ 118,633.00 ", - ," $ 165,962.00 "," $ 123,750.00 ",180,46,22,187,3.3%,9.8%,2.0%,2.9%
1400000US48201252000,"Census Tract 2520, Harris County, Texas",12963,3287,3486,5609,25.4%,26.9%,43.3%,13804,3381,3572,6190,24.5%,25.9%,44.8%,7866,62.6%,6464,1831,1387,2856,51.4%,28.3%,21.5%,44.2%," $ 127,921.00 "," $ 116,985.00 "," $ 122,284.00 "," $ 131,885.00 ",580,43,1189,76,4.5%,0.9%,20.5%,0.9%
1400000US48201252500,"Census Tract 2525, Harris County, Texas",2405,24,1345,1019,1.0%,55.9%,42.4%,2715,29,1479,1182,1.1%,54.5%,43.5%,209,8.7%,125,0,50,68,5.2%,0.0%,40.0%,54.4%," $ 47,230.00 ", - ," $ 39,417.00 "," $ 61,334.00 ",553,0,720,267,23.0%,0.0%,29.1%,22.1%
1400000US48201253600,"Census Tract 2536, Harris County, Texas",4723,983,2027,1551,20.8%,42.9%,32.8%,5542,1166,2120,1993,21.0%,38.3%,36.0%,1425,31.5%,873,112,35,513,19.3%,12.8%,4.0%,58.8%," $ 50,936.00 "," $ 33,116.00 "," $ 43,580.00 "," $ 67,577.00 ",1115,605,606,297,23.6%,44.0%,23.3%,11.1%
1400000US48201253700,"Census Tract 2537, Harris County, Texas",3574,868,1447,1040,24.3%,40.5%,29.1%,4304,970,1534,1567,22.5%,35.6%,36.4%,1186,34.0%,617,54,90,314,17.7%,8.8%,14.6%,50.9%," $ 55,302.00 "," $ 55,104.00 "," $ 61,136.00 "," $ 51,563.00 ",326,0,404,76,9.2%,0.0%,16.6%,4.9%
1400000US48201310400,"Census Tract 3104, Harris County, Texas",2036,51,1857,101,2.5%,91.2%,5.0%,2596,51,2409,109,2.0%,92.8%,4.2%,201,9.2%,144,0,108,27,6.6%,0.0%,75.0%,18.8%," $ 27,623.00 ", - ," $ 26,897.00 "," $ 135,761.00 ",760,0,1505,19,37.3%,0.0%,45.0%,14.7%
1400000US48201310800,"Census Tract 3108, Harris County, Texas",1765,66,1501,184,3.7%,85.0%,10.4%,1988,78,1651,240,3.9%,83.0%,12.1%,318,20.1%,280,27,130,113,17.7%,9.6%,46.4%,40.4%," $ 33,864.00 ", - ," $ 27,800.00 "," $ 40,333.00 ",386,19,583,65,21.9%,20.9%,26.0%,27.1%
1400000US48201311600,"Census Tract 3116, Harris County, Texas",2511,155,2227,112,6.2%,88.7%,4.5%,2610,172,2309,112,6.6%,88.5%,4.3%,251,11.1%,215,33,124,30,9.5%,15.3%,57.7%,14.0%," $ 30,174.00 "," $ 18,125.00 "," $ 31,476.00 ", - ,744,65,1002,104,29.6%,31.7%,29.5%,85.2%
1400000US48201311700,"Census Tract 3117, Harris County, Texas",3573,402,2986,141,11.3%,83.6%,3.9%,3901,419,3261,191,10.7%,83.6%,4.9%,558,17.1%,365,136,187,41,11.2%,37.3%,51.2%,11.2%," $ 26,880.00 ", - ," $ 26,370.00 ", - ,975,261,1898,45,27.3%,45.0%,38.0%,23.6%
1400000US48201311800,"Census Tract 3118, Harris County, Texas",2622,101,2471,55,3.9%,94.2%,2.1%,2975,101,2790,89,3.4%,93.8%,3.0%,319,12.8%,249,0,209,29,10.0%,0.0%,83.9%,11.6%," $ 37,232.00 ", - ," $ 38,750.00 "," $ 29,946.00 ",544,24,1288,50,20.7%,23.8%,30.6%,42.4%
1400000US48201314300,"Census Tract 3143, Harris County, Texas",3179,2416,278,184,76.0%,8.7%,5.8%,3527,2611,291,240,74.0%,8.3%,6.8%,1142,39.0%,714,435,77,51,24.4%,60.9%,10.8%,7.1%," $ 35,000.00 "," $ 37,083.00 "," $ 38,451.00 "," $ 24,350.00 ",612,616,58,23,19.3%,18.9%,17.6%,9.6%
1400000US48201320700,"Census Tract 3207, Harris County, Texas",2902,377,2068,209,13.0%,71.3%,7.2%,3351,420,2311,348,12.5%,69.0%,10.4%,650,24.2%,476,145,216,68,17.7%,30.5%,45.4%,14.3%," $ 49,250.00 "," $ 36,287.00 "," $ 51,218.00 ", - ,447,163,577,106,15.4%,24.5%,18.3%,30.5%
1400000US48201210800,"Census Tract 2108, Harris County, Texas",1767,538,1183,59,30.4%,66.9%,3.3%,1997,730,1219,71,36.6%,61.0%,3.6%,84,4.8%,66,37,24,5,3.8%,56.1%,36.4%,7.6%," $ 32,882.00 "," $ 20,331.00 "," $ 39,276.00 ", - ,453,366,543,36,25.6%,41.3%,30.8%,36.0%
1400000US48201220900,"Census Tract 2209, Harris County, Texas",1110,181,860,69,16.3%,77.5%,6.2%,1248,217,951,80,17.4%,76.2%,6.4%,65,6.9%,34,0,34,0,3.6%,0.0%,100.0%,0.0%," $ 42,237.00 "," $ 35,625.00 "," $ 50,217.00 ", - ,317,143,262,52,28.6%,37.0%,19.9%,55.9%
1400000US48201221200,"Census Tract 2212, Harris County, Texas",4088,118,3805,197,2.9%,93.1%,4.8%,4593,161,4150,314,3.5%,90.4%,6.8%,140,3.6%,116,46,62,8,3.0%,39.7%,53.4%,6.9%," $ 43,832.00 ", - ," $ 43,865.00 "," $ 47,760.00 ",774,111,1649,8,18.9%,44.8%,26.6%,2.5%
1400000US48201222000,"Census Tract 2220, Harris County, Texas",1593,126,1289,159,7.9%,80.9%,10.0%,1709,155,1369,166,9.1%,80.1%,9.7%,72,5.2%,41,0,18,23,3.0%,0.0%,43.9%,56.1%," $ 40,466.00 "," $ 21,719.00 "," $ 41,467.00 "," $ 40,865.00 ",398,29,438,84,25.0%,18.7%,21.5%,50.6%
1400000US48201222100,"Census Tract 2221, Harris County, Texas",3400,7,3172,221,0.2%,93.3%,6.5%,3885,7,3519,348,0.2%,90.6%,9.0%,137,4.0%,71,0,62,9,2.1%,0.0%,87.3%,12.7%," $ 30,824.00 ", - ," $ 31,328.00 "," $ 30,052.00 ",1020,1,1904,91,30.1%,100.0%,36.5%,25.2%
1400000US48201230400,"Census Tract 2304, Harris County, Texas",2319,881,1299,58,38.0%,56.0%,2.5%,2650,1089,1415,58,41.1%,53.4%,2.2%,360,17.3%,219,138,77,0,10.5%,63.0%,35.2%,0.0%," $ 37,163.00 "," $ 26,588.00 "," $ 41,401.00 ", - ,681,276,478,50,29.4%,23.8%,22.9%,57.5%
1400000US48201231300,"Census Tract 2313, Harris County, Texas",2778,1994,765,22,71.8%,27.5%,0.8%,3412,2607,784,24,76.4%,23.0%,0.7%,535,18.3%,389,387,0,2,13.3%,99.5%,0.0%,0.5%," $ 30,404.00 "," $ 27,545.00 "," $ 36,190.00 ", - ,860,1341,269,22,31.0%,38.6%,24.0%,91.7%
1400000US48201231600,"Census Tract 2316, Harris County, Texas",1786,1257,513,3,70.4%,28.7%,0.2%,2415,1859,513,30,77.0%,21.2%,1.2%,332,15.7%,250,236,14,0,11.8%,94.4%,5.6%,0.0%," $ 45,594.00 "," $ 45,432.00 "," $ 42,328.00 ", - ,227,376,121,2,12.7%,17.1%,13.7%,6.7%
1400000US48201232900,"Census Tract 2329, Harris County, Texas",4793,2266,1768,376,47.3%,36.9%,7.8%,5410,2605,1856,488,48.2%,34.3%,9.0%,1202,26.2%,922,436,109,126,20.1%,47.3%,11.8%,13.7%," $ 49,728.00 "," $ 40,897.00 "," $ 56,181.00 "," $ 54,167.00 ",479,623,246,18,10.0%,19.2%,8.5%,3.7%
1400000US48201233400,"Census Tract 2334, Harris County, Texas",1808,135,1510,190,7.5%,83.5%,10.5%,2100,250,1658,234,11.9%,79.0%,11.1%,204,11.7%,64,14,50,0,3.7%,21.9%,78.1%,0.0%," $ 32,465.00 "," $ 14,048.00 "," $ 39,583.00 "," $ 25,250.00 ",422,97,664,54,23.3%,38.0%,29.7%,19.7%
